,0
7331,"Sacrifice, The (Offret - Sacraficatio) (1986)"
7332,Safe (1995)
7333,Safe (2012)
7334,Safe Haven (2013)
7335,Safe House (2012)
7336,Safety Last! (1923)
7337,Safety Not Guaranteed (2012)
7338,"Safety of Objects, The (2001)"
7339,Sahara (2005)
7340,Saint Ralph (2004)
7341,"Saint, The (1997)"
7342,Saints and Soldiers (2003)
7343,Salaam Bombay! (1988)
7344,Salmon Fishing in the Yemen (2011)
7345,"Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma) (1976)"
7346,Salt (2010)
7347,"Salton Sea, The (2002)"
7348,Salvador (1986)
7349,Salvation Boulevard (2011)
7350,"Salvation, The (2014)"
7351,"Samouraï, Le (Godson, The) (1967)"
7352,Samsara (2011)
7353,Samurai Assassin (Samurai) (1965)
7354,Samurai Rebellion (Jôi-uchi: Hairyô tsuma shimatsu) (1967)
7355,San Andreas (2015)
7356,San Francisco (1936)
7357,"Sand Pebbles, The (1966)"
7358,"Sandlot, The (1993)"
7359,"Sandpiper, The (1965)"
7360,Sands of Iwo Jima (1949)
7361,Sandy Wexler (2017)
7362,Sanjuro (Tsubaki Sanjûrô) (1962)
7363,Sansho the Bailiff (Sanshô dayû) (1954)
7364,Santa Claus Is a Stinker (Le Père Noël est une ordure) (1982)
7365,Santa Claus: The Movie (1985)
7366,"Santa Clause 2, The (2002)"
7367,"Santa Clause 3: The Escape Clause, The (2006)"
7368,"Santa Clause, The (1994)"
7369,Santa Sangre (1989)
7370,Santa's Little Helper (2015)
7371,Sapphire Blue (2014)
7372,Sarafina! (1992)
7373,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)"
7374,Sarah Silverman: Jesus Is Magic (2005)
7375,Satanic (2016)
7376,Satin Rouge (2002)
7377,Saturday Night Fever (1977)
7378,Saturn 3 (1980)
7379,Sausage Party (2016)
7380,"Savage Nights (Nuits fauves, Les) (1992)"
7381,Savages (2012)
7382,"Savages, The (2007)"
7383,Savannah Smiles (1982)
7384,Save the Last Dance (2001)
7385,Saved by the Bell: Hawaiian Style (1992)
7386,Saved! (2004)
7387,Saving Christmas (2014)
7388,Saving Face (2004)
7389,Saving Grace (2000)
7390,Saving Mr. Banks (2013)
7391,Saving Private Ryan (1998)
7392,Saving Santa (2013)
7393,Saving Silverman (Evil Woman) (2001)
7394,Savior (1998)
7395,Saw (2003)
7396,Saw (2004)
7397,Saw II (2005)
7398,Saw III (2006)
7399,Saw IV (2007)
7400,Saw V (2008)
7401,Saw VI (2009)
7402,Saw VII 3D - The Final Chapter (2010)
7403,Say Anything... (1989)
7404,Say It Isn't So (2001)
7405,"Scalphunters, The (1968)"
7406,"Scanner Darkly, A (2006)"
7407,Scanners (1981)
7408,Scaramouche (1952)
7409,Scarface (1932)
7410,Scarface (1983)
7411,"Scarlet Letter, The (1995)"
7412,Scary Movie (2000)
7413,Scary Movie 2 (2001)
7414,Scary Movie 3 (2003)
7415,Scary Movie 4 (2006)
7416,Scenes From a Marriage (Scener ur ett äktenskap) (1973)
7417,Scenes from a Mall (1991)
7418,Scenes from the Class Struggle in Beverly Hills (1989)
7419,"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte) (1993)"
7420,Scent of a Woman (1992)
7421,Schindler's List (1993)
7422,Schizopolis (1996)
7423,Schlussmacher (2013)
7424,School Daze (1988)
7425,School Ties (1992)
7426,School for Scoundrels (2006)
7427,"School of Flesh, The (École de la chair, L') (1998)"
7428,School of Rock (2003)
7429,"Science of Sleep, The (La science des rêves) (2006)"
7430,Scooby-Doo (2002)
7431,Scooby-Doo 2: Monsters Unleashed (2004)
7432,Scooby-Doo Goes Hollywood (1979)
7433,Scooby-Doo! Abracadabra-Doo (2010)
7434,Scooby-Doo! Curse of the Lake Monster (2010)
7435,Scooby-Doo! and the Loch Ness Monster (2004)
7436,Scooby-Doo! and the Samurai Sword (2009)
7437,Scoop (2006)
7438,Scorched (2003)
7439,"Score, The (2001)"
7440,Scorpio (1973)
7441,"Scotland, Pa. (2001)"
7442,Scott Pilgrim vs. the World (2010)
7443,"Scout, The (1994)"
7444,Scouts Guide to the Zombie Apocalypse (2015)
7445,Scratch (2001)
7446,Scream (1996)
7447,Scream 2 (1997)
7448,Scream 3 (2000)
7449,Scream 4 (2011)
7450,Screamers (1995)
7451,Screwed (2000)
7452,Scrooged (1988)
7453,"Sea Inside, The (Mar adentro) (2004)"
7454,Sea of Love (1989)
7455,Seabiscuit (2003)
7456,Search Party (2014)
7457,"Searchers, The (1956)"
7458,Searching for Bobby Fischer (1993)
7459,Searching for Sugar Man (2012)
7460,Season of the Witch (2011)
7461,Sebastian Maniscalco: What's Wrong with People? (2012)
7462,Secondhand Lions (2003)
7463,Seconds (1966)
7464,Secret Admirer (1985)
7465,Secret Agent (1936)
7466,"Secret Agent, The (1996)"
7467,Secret Ballot (Raye makhfi) (2001)
7468,"Secret Garden, The (1993)"
7469,"Secret Life of Bees, The (2008)"
7470,"Secret Life of Walter Mitty, The (1947)"
7471,"Secret Life of Walter Mitty, The (2013)"
7472,"Secret Life of Words, The (2005)"
7473,"Secret Lives of Dentists, The (2002)"
7474,"Secret Policeman's Other Ball, The (1982)"
7475,Secret Society (2002)
7476,Secret Window (2004)
7477,"Secret World of Arrietty, The (Kari-gurashi no Arietti) (2010)"
7478,Secret in Their Eyes (2015)
7479,"Secret in Their Eyes, The (El secreto de sus ojos) (2009)"
7480,"Secret of Kells, The (2009)"
7481,"Secret of My Succe$s, The (a.k.a. The Secret of My Success) (1987)"
7482,"Secret of NIMH, The (1982)"
7483,"Secret of Roan Inish, The (1994)"
7484,Secretariat (2010)
7485,Secretary (2002)
7486,Secrets & Lies (1996)
7487,Secrets of a Soul (Geheimnisse einer Seele) (1926)
7488,"Seducing Doctor Lewis (Grande séduction, La) (2003)"
7489,"See No Evil, Hear No Evil (1989)"
7490,Seed of Chucky (Child's Play 5) (2004)
7491,"Seeker: The Dark Is Rising, The (2007)"
7492,Seeking Justice (2011)
7493,Seeking a Friend for the End of the World (2012)
7494,Seems Like Old Times (1980)
7495,Selena (1997)
7496,Self-criticism of a Bourgeois Dog (2017)
7497,Self/less (2015)
7498,"Selfish Giant, The (2013)"
7499,Selma (2014)
7500,Semi-Pro (2008)
7501,Send Me No Flowers (1964)
7502,Senna (2010)
7503,Sense and Sensibility (1995)
7504,Senseless (1998)
7505,"Sentinel, The (2006)"
7506,"Separation, A (Jodaeiye Nader az Simin) (2011)"
7507,September (1987)
7508,"Serbian Film, A (Srpski film) (2010)"
7509,Serendipity (2001)
7510,Serenity (2005)
7511,Sergeant York (1941)
7512,Serial Mom (1994)
7513,Series 7: The Contenders (2001)
7514,"Serious Man, A (2009)"
7515,"Serpent and the Rainbow, The (1988)"
7516,Serpico (1973)
7517,Serving Sara (2002)
7518,Serving in Silence: The Margarethe Cammermeyer Story (1995)
7519,Session 9 (2001)
7520,"Sessions, The (Surrogate, The) (2012)"
7521,Set It Off (1996)
7522,Seve (2014)
7523,Seven (a.k.a. Se7en) (1995)
7524,Seven Brides for Seven Brothers (1954)
7525,Seven Days in May (1964)
7526,Seven Pounds (2008)
7527,Seven Psychopaths (2012)
7528,Seven Samurai (Shichinin no samurai) (1954)
7529,Seven Sisters (2017)
7530,Seven Up! (1964)
7531,"Seven Year Itch, The (1955)"
7532,Seven Years in Tibet (1997)
7533,"Seven-Per-Cent Solution, The (1976)"
7534,"Seventh Seal, The (Sjunde inseglet, Det) (1957)"
7535,"Seventh Sign, The (1988)"
7536,Seventh Son (2014)
7537,Severance (2006)
7538,Sex Drive (2008)
7539,Sex Ed (2014)
7540,Sex Tape (2014)
7541,Sex and Lucia (Lucía y el sexo) (2001)
7542,Sex and the City (2008)
7543,Sex and the City 2 (2010)
7544,"Sex, Drugs & Taxation (2013)"
7545,"Sex, Lies, and Videotape (1989)"
7546,Sexy Beast (2000)
7547,Sgt. Bilko (1996)
7548,Shadow Conspiracy (1997)
7549,Shadow Dancer (2012)
7550,Shadow World (2016)
7551,Shadow of a Doubt (1943)
7552,Shadow of the Thin Man (1941)
7553,Shadow of the Vampire (2000)
7554,"Shadow, The (1994)"
7555,Shadowlands (1993)
7556,Shadows and Fog (1991)
7557,Shaft (1971)
7558,Shaft (2000)
7559,"Shaggy D.A., The (1976)"
7560,"Shaggy Dog, The (1959)"
7561,"Shaggy Dog, The (2006)"
7562,Shake Hands with the Devil (2007)
7563,Shakes the Clown (1992)
7564,Shakespeare Behind Bars (2005)
7565,Shakespeare in Love (1998)
7566,Shall We Dance (1937)
7567,Shall We Dance? (2004)
7568,Shall We Dance? (Shall We Dansu?) (1996)
7569,Shallow Grave (1994)
7570,Shallow Hal (2001)
7571,Shame (2011)
7572,Shame (Skammen) (1968)
7573,Shampoo (1975)
7574,Shane (1953)
7575,Shanghai Kiss (2007)
7576,Shanghai Knights (2003)
7577,Shanghai Noon (2000)
7578,Shanghai Surprise (1986)
7579,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)
7580,Shaolin Soccer (Siu lam juk kau) (2001)
7581,Shaolin Temple (Shao Lin si) (1976)
7582,"Shape of Things, The (2003)"
7583,Shark Night 3D (2011)
7584,Shark Tale (2004)
7585,Sharknado (2013)
7586,Sharknado 3: Oh Hell No! (2015)
7587,Sharknado 4: The 4th Awakens (2016)
7588,Sharkwater (2006)
7589,Shattered (1991)
7590,Shattered Glass (2003)
7591,Shaun of the Dead (2004)
7592,Shaun the Sheep Movie (2015)
7593,"Shawshank Redemption, The (1994)"
7594,She Wore a Yellow Ribbon (1949)
7595,She's All That (1999)
7596,She's Gotta Have It (1986)
7597,She's Having a Baby (1988)
7598,She's Out of Control (1989)
7599,She's Out of My League (2010)
7600,She's So Lovely (1997)
7601,She's the Man (2006)
7602,She's the One (1996)
7603,She-Devil (1989)
7604,Sheena (1984)
7605,Shelter (2007)
7606,"Sheltering Sky, The (1990)"
7607,Shenandoah (1965)
7608,"Shepherd: Border Patrol, The (2008)"
7609,Sherlock - A Study in Pink (2010)
7610,Sherlock Holmes (2009)
7611,Sherlock Holmes and Dr. Watson: Acquaintance (1979)
7612,Sherlock Holmes and the Secret Weapon (1942)
7613,Sherlock Holmes: A Game of Shadows (2011)
7614,Sherlock Holmes: Dressed to Kill (1946)
7615,Sherlock Holmes: Terror by Night (1946)
7616,Sherlock Holmes: The Woman in Green (1945)
7617,Sherlock Jr. (1924)
7618,Sherlock: The Abominable Bride (2016)
7619,SherryBaby (2006)
7620,Shiloh (1997)
7621,Shin Godzilla (2016)
7622,Shine (1996)
7623,Shine a Light (2008)
7624,Shining Through (1992)
7625,"Shining, The (1980)"
7626,Ship of Fools (1965)
7627,"Shipping News, The (2001)"
7628,Shiri (Swiri) (1999)
7629,Shock Corridor (1963)
7630,Shogun Assassin (1980)
7631,Shoot 'Em Up (2007)
7632,Shooter (2007)
7633,Shooting Dogs (a.k.a. Beyond the Gates) (2005)
7634,Shooting Fish (1997)
7635,"Shootist, The (1976)"
7636,"Shop Around the Corner, The (1940)"
7637,Shopgirl (2005)
7638,Short Circuit (1986)
7639,Short Circuit 2 (1988)
7640,Short Cuts (1993)
7641,"Short Film About Killing, A (Krótki film o zabijaniu) (1988)"
7642,"Short Film About Love, A (Krótki film o milosci) (1988)"
7643,Short Term 12 (2013)
7644,Shortbus (2006)
7645,Shot Caller (2017)
7646,"Shot in the Dark, A (1964)"
7647,Shotgun Stories (2007)
7648,Show Boat (1951)
7649,Show Me Love (Fucking Åmål) (1998)
7650,Shower (Xizao) (1999)
7651,Showgirls (1995)
7652,Showtime (2002)
7653,Shrek (2001)
7654,Shrek 2 (2004)
7655,Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010)
7656,Shrek the Halls (2007)
7657,Shrek the Third (2007)
7658,Shrink (2009)
7659,Shrooms (2007)
7660,Shut Up & Sing (2006)
7661,Shutter Island (2010)
7662,Siam Sunset (1999)
7663,Sibling Rivalry (1990)
7664,Sicario (2015)
7665,Sicko (2007)
7666,Sid and Nancy (1986)
7667,Side Effects (2013)
7668,Side by Side (2012)
7669,Sidekicks (1992)
7670,Sidewalks of New York (2001)
7671,Sidewalls (Medianeras) (2011)
7672,Sideways (2004)
7673,"Siege, The (1998)"
7674,Sightseers (2012)
7675,"Sign of Four, The (1987)"
7676,"Signal, The (2007)"
7677,"Signal, The (2014)"
7678,Signs (2002)
7679,Silence (2016)
7680,"Silence of the Lambs, The (1991)"
7681,"Silence, The (Tystnaden) (1963)"
7682,Silent Hill (2006)
7683,Silent Hill: Revelation 3D (2012)
7684,Silent Movie (1976)
7685,"Silent Night, Deadly Night (1984)"
7686,Silent Running (1972)
7687,Silk Stockings (1957)
7688,Silkwood (1983)
7689,Silver Bullet (Stephen King's Silver Bullet) (1985)
7690,Silver Linings Playbook (2012)
7691,Silver Spoon (2014)
7692,Silver Streak (1976)
7693,Silverado (1985)
7694,Simon Birch (1998)
7695,Simon Sez (1999)
7696,Simone (S1m0ne) (2002)
7697,Simpatico (1999)
7698,"Simple Plan, A (1998)"
7699,"Simple Twist of Fate, A (1994)"
7700,"Simple Wish, A (1997)"
7701,Simply Irresistible (1999)
7702,"Simpsons Movie, The (2007)"
7703,"Simpsons: The Longest Daycare, The (2012)"
7704,Sin City (2005)
7705,Sin City: A Dame to Kill For (2014)
7706,Sin Nombre (2009)
7707,Sinbad and the Eye of the Tiger (1977)
7708,Sinbad: Legend of the Seven Seas (2003)
7709,Sing (2016)
7710,Sing Street (2016)
7711,Singin' in the Rain (1952)
7712,"Single Girl, A (Fille seule, La) (1995)"
7713,"Single Man, A (2009)"
7714,Single White Female (1992)
7715,Singles (1992)
7716,Sinister (2012)
7717,Sintel (2010)
7718,Sirens (1994)
7719,Sister Act (1992)
7720,Sister Act 2: Back in the Habit (1993)
7721,"Sisterhood of the Traveling Pants 2, The (2008)"
7722,"Sisterhood of the Traveling Pants, The (2005)"
7723,Sisters (1973)
7724,Sisters (2015)
7725,Sisters (Syostry) (2001)
7726,"Sitter, The (2011)"
7727,Six Days Seven Nights (1998)
7728,Six Degrees of Separation (1993)
7729,Six-String Samurai (1998)
7730,Sixteen Candles (1984)
7731,"Sixth Sense, The (1999)"
7732,"Skeleton Key, The (2005)"
7733,Ski School (1991)
7734,Skin Deep (1989)
7735,"Skin I Live In, The (La piel que habito) (2011)"
7736,Skipped Parts (2000)
7737,"Skulls, The (2000)"
7738,Sky Captain and the World of Tomorrow (2004)
7739,"Sky Crawlers, The (Sukai kurora) (2008)"
7740,Sky High (2003)
7741,Sky High (2005)
7742,Skyfall (2012)
7743,Skyline (2010)
7744,Slacker (1991)
7745,Slackers (2002)
7746,"Slammin' Salmon, The (2009)"
7747,Slap Shot (1977)
7748,Slasher (2004)
7749,Slaughterhouse-Five (1972)
7750,Sleepaway Camp (1983)
7751,Sleeper (1973)
7752,Sleepers (1996)
7753,Sleeping Beauty (1959)
7754,Sleeping with the Enemy (1991)
7755,Sleepless in Seattle (1993)
7756,Sleepwalkers (1992)
7757,Sleepy Hollow (1999)
7758,Sleuth (1972)
7759,Sleuth (2007)
7760,Sliding Doors (1998)
7761,Sling Blade (1996)
7762,Slither (2006)
7763,Sliver (1993)
7764,Slow Learners (2015)
7765,Slow West (2015)
7766,Slumber Party Massacre II (1987)
7767,Slumber Party Massacre III (1990)
7768,"Slumber Party Massacre, The (1982)"
7769,Slumdog Millionaire (2008)
7770,"Slums of Beverly Hills, The (1998)"
7771,Small Soldiers (1998)
7772,Small Time Crooks (2000)
7773,Smart People (2008)
7774,Smashed (2012)
7775,Smiley's People (1982)
7776,Smiling Fish and Goat on Fire (1999)
7777,Smilla's Sense of Snow (1997)
7778,Smoke (1995)
7779,Smoke Signals (1998)
7780,Smokey and the Bandit (1977)
7781,Smokey and the Bandit II (1980)
7782,Smokey and the Bandit III (1983)
7783,Smokin' Aces (2006)
7784,Smooth Talk (1985)
7785,"Smurfs 2, The (2013)"
7786,"Smurfs, The (2011)"
7787,Snake Eyes (1998)
7788,"Snake Pit, The (1948)"
7789,Snake in the Eagle's Shadow (Se ying diu sau) (1978)
7790,Snakes on a Plane (2006)
7791,"Snapper, The (1993)"
7792,Snatch (2000)
7793,Snatched (2017)
7794,Sneakers (1992)
7795,Sniper (1993)
7796,Snipes (2001)
7797,Snitch (2013)
7798,Snow Angels (2007)
7799,Snow Day (2000)
7800,Snow Dogs (2002)
7801,Snow Falling on Cedars (1999)
7802,"Snow Walker, The (2003)"
7803,Snow White (1916)
7804,Snow White and the Huntsman (2012)
7805,Snow White and the Seven Dwarfs (1937)
7806,Snowden (2016)
7807,"Snowflake, the White Gorilla (2011)"
7808,"Snowman, The (1982)"
7809,Snowpiercer (2013)
7810,"Snowtown (Snowtown Murders, The) (2011)"
7811,So I Married an Axe Murderer (1993)
7812,Soapdish (1991)
7813,"Social Network, The (2010)"
7814,Soft Fruit (1999)
7815,Solace (2015)
7816,Solaris (2002)
7817,Solaris (Solyaris) (1972)
7818,Solas (1999)
7819,Soldier (1998)
7820,"Soldier's Story, A (1984)"
7821,Solo (1996)
7822,Solo: A Star Wars Story (2018)
7823,"Soloist, The (2009)"
7824,Solyaris (1968)
7825,Some Folks Call It a Sling Blade (1993)
7826,Some Guy Who Kills People (2011)
7827,Some Kind of Wonderful (1987)
7828,Some Like It Hot (1959)
7829,Some Mother's Son (1996)
7830,Somebody to Love (1994)
7831,Someone Like You (2001)
7832,Someone Marry Barry (2014)
7833,Someone to Watch Over Me (1987)
7834,Somers Town (2008)
7835,Something Borrowed (2011)
7836,Something New (2006)
7837,Something Wicked This Way Comes (1983)
7838,Something Wild (1986)
7839,Something to Talk About (1995)
7840,Something's Gotta Give (2003)
7841,Somewhere (2010)
7842,Somewhere in Time (1980)
7843,Sommersby (1993)
7844,Son in Law (1993)
7845,Son of Flubber (1963)
7846,Son of God (2014)
7847,Son of Rambow (2007)
7848,Son of a Gun (2014)
7849,"Son of the Bride (Hijo de la novia, El) (2001)"
7850,Son of the Mask (2005)
7851,"Son of the Sheik, The (1926)"
7852,"Son's Room, The (Stanza del figlio, La) (2001)"
7853,Sonatine (Sonachine) (1993)
7854,"Song of Bernadette, The (1943)"
7855,Song of the Little Road (Pather Panchali) (1955)
7856,Song of the Sea (2014)
7857,Song of the South (1946)
7858,Song of the Thin Man (1947)
7859,Songs From the Second Floor (Sånger från andra våningen) (2000)
7860,Sons of the Desert (1933)
7861,Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005)
7862,Sophie's Choice (1982)
7863,"Sorcerer's Apprentice, The (2010)"
7864,Sorority Babes in the Slimeball Bowl-O-Rama (1988)
7865,Sorority Boys (2002)
7866,Sorority House Massacre (1986)
7867,Sorority House Massacre II (1990)
7868,Sorrow (2015)
7869,Sorry to Bother You (2018)
7870,"Sorry, Wrong Number (1948)"
7871,Soul Food (1997)
7872,Soul Man (1986)
7873,Soul Plane (2004)
7874,Soul Surfer (2011)
7875,"Sound of Music, The (1965)"
7876,Sound of My Voice (2011)
7877,"Sound of Thunder, A (2005)"
7878,"Sound of the Mountain (Thunder of the Mountain, The) (Yama no oto) (1954)"
7879,Source Code (2011)
7880,"Source, The (1999)"
7881,South Pacific (1958)
7882,"South Park: Bigger, Longer and Uncut (1999)"
7883,South Park: Imaginationland (2008)
7884,Southbound (2016)
7885,Southland Tales (2006)
7886,Southpaw (2015)
7887,Soylent Green (1973)
7888,Space Battleship Yamato (2010)
7889,Space Buddies (2009)
7890,Space Cowboys (2000)
7891,Space Jam (1996)
7892,Space Truckers (1996)
7893,SpaceCamp (1986)
7894,Spaceballs (1987)
7895,Spaced Invaders (1990)
7896,Spacehunter: Adventures in the Forbidden Zone (1983)
7897,Spanglish (2004)
7898,"Spanish Apartment, The (L'auberge espagnole) (2002)"
7899,"Spanish Prisoner, The (1997)"
7900,Spanking the Monkey (1994)
7901,Spartacus (1960)
7902,Spartan (2004)
7903,Spawn (1997)
7904,Special (2006)
7905,"Special Day, A (Giornata particolare, Una) (1977)"
7906,"Specialist, The (1994)"
7907,Species (1995)
7908,Species II (1998)
7909,Species III (2004)
7910,Spectre (2015)
7911,Speechless (1994)
7912,Speed (1994)
7913,Speed 2: Cruise Control (1997)
7914,Speed Racer (2008)
7915,Spellbound (1945)
7916,Spellbound (2002)
7917,Spellbound (2011)
7918,Sphere (1998)
7919,Spice World (1997)
7920,Spider (2002)
7921,Spider-Man (2002)
7922,Spider-Man 2 (2004)
7923,Spider-Man 3 (2007)
7924,"Spiderwick Chronicles, The (2008)"
7925,Spies Like Us (1985)
7926,Spiral (2007)
7927,Spiral (2018)
7928,Spirit Camp (2009)
7929,"Spirit, The (2008)"
7930,Spirit: Stallion of the Cimarron (2002)
7931,Spirited Away (Sen to Chihiro no kamikakushi) (2001)
7932,Spirits of the Dead (1968)
7933,"Spitfire Grill, The (1996)"
7934,Splash (1984)
7935,Splendor in the Grass (1961)
7936,Splice (2009)
7937,Splinter (2008)
7938,Split (2017)
7939,"SpongeBob SquarePants Movie, The (2004)"
7940,Spotlight (2015)
7941,Spread (2009)
7942,Spriggan (Supurigan) (1998)
7943,Spring (2015)
7944,Spring Forward (1999)
7945,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)"
7946,Spun (2001)
7947,Spy (2015)
7948,Spy Game (2001)
7949,Spy Hard (1996)
7950,Spy Kids (2001)
7951,Spy Kids 2: The Island of Lost Dreams (2002)
7952,Spy Kids 3-D: Game Over (2003)
7953,"Spy Next Door, The (2010)"
7954,"Spy Who Came in from the Cold, The (1965)"
7955,"Spy Who Loved Me, The (1977)"
7956,"Squid and the Whale, The (2005)"
7957,Squirm (1976)
7958,St Trinian's 2: The Legend of Fritton's Gold (2009)
7959,St. Elmo's Fire (1985)
7960,St. Trinian's (2007)
7961,St. Vincent (2014)
7962,Stage Beauty (2004)
7963,Stage Door (1937)
7964,Stage Fright (1950)
7965,Stagecoach (1939)
7966,Stake Land (2010)
7967,Stakeout (1987)
7968,Stalag 17 (1953)
7969,Stalingrad (1993)
7970,Stalingrad (2013)
7971,Stalker (1979)
7972,Stan Helsing (2009)
7973,Stand Up Guys (2012)
7974,Stand and Deliver (1988)
7975,Stand by Me (1986)
7976,"Stand, The (1994)"
7977,Stander (2003)
7978,Standing in the Shadows of Motown (2002)
7979,Standoff (2016)
7980,Stanley & Iris (1990)
7981,Stanley Kubrick: A Life in Pictures (2001)
7982,"Star Is Born, A (1937)"
7983,"Star Is Born, A (1954)"
7984,Star Maps (1997)
7985,Star Trek (2009)
7986,Star Trek Beyond (2016)
7987,Star Trek II: The Wrath of Khan (1982)
7988,Star Trek III: The Search for Spock (1984)
7989,Star Trek IV: The Voyage Home (1986)
7990,Star Trek Into Darkness (2013)
7991,Star Trek V: The Final Frontier (1989)
7992,Star Trek VI: The Undiscovered Country (1991)
7993,Star Trek: First Contact (1996)
7994,Star Trek: Generations (1994)
7995,Star Trek: Insurrection (1998)
7996,Star Trek: Nemesis (2002)
7997,Star Trek: The Motion Picture (1979)
7998,Star Wars: Episode I - The Phantom Menace (1999)
7999,Star Wars: Episode II - Attack of the Clones (2002)
8000,Star Wars: Episode III - Revenge of the Sith (2005)
8001,Star Wars: Episode IV - A New Hope (1977)
8002,Star Wars: Episode V - The Empire Strikes Back (1980)
8003,Star Wars: Episode VI - Return of the Jedi (1983)
8004,Star Wars: Episode VII - The Force Awakens (2015)
8005,Star Wars: The Clone Wars (2008)
8006,Star Wars: The Last Jedi (2017)
8007,Starcrash (a.k.a. Star Crash) (1978)
8008,Stardust (2007)
8009,Stardust Memories (1980)
8010,Stargate (1994)
8011,Stargate: Continuum (2008)
8012,Starman (1984)
8013,Starship Troopers (1997)
8014,Starship Troopers 2: Hero of the Federation (2004)
8015,Starsky & Hutch (2004)
8016,Starsuckers (2009)
8017,Start the Revolution Without Me (1970)
8018,Starter for 10 (2006)
8019,Startup.com (2001)
8020,State Property 2 (2005)
8021,State and Main (2000)
8022,State of Grace (1990)
8023,State of Play (2009)
8024,Staten Island (2009)
8025,"Station Agent, The (2003)"
8026,Stay (2005)
8027,Stay Alive (2006)
8028,Stay Tuned (1992)
8029,Staying Alive (1983)
8030,"Steal Big, Steal Little (1995)"
8031,Stealing Beauty (1996)
8032,Stealing Harvard (2002)
8033,Stealing Home (1988)
8034,Stealing Rembrandt (Rembrandt) (2003)
8035,Stealth (2005)
8036,Steam of Life (Miesten vuoro) (2010)
8037,Steam: The Turkish Bath (Hamam) (1997)
8038,"Steamboat Bill, Jr. (1928)"
8039,Steamboat Willie (1928)
8040,Steamboy (Suchîmubôi) (2004)
8041,Steel (1997)
8042,Steel Magnolias (1989)
8043,Stefan Zweig: Farewell to Europe (2016)
8044,Steins;Gate the Movie: The Burden of Déjà vu (2013)
8045,"Stendhal Syndrome, The (Sindrome di Stendhal, La) (1996)"
8046,Step Brothers (2008)
8047,Step Into Liquid (2002)
8048,Step Up (2006)
8049,Step Up 2 the Streets (2008)
8050,"Stepfather, The (1987)"
8051,"Stepford Wives, The (1975)"
8052,"Stepford Wives, The (2004)"
8053,Stepmom (1998)
8054,Steve Jobs (2015)
8055,Steve Jobs: The Man in the Machine (2015)
8056,Stevie (2002)
8057,Stick It (2006)
8058,Stigmata (1999)
8059,Still Alice (2014)
8060,Still Crazy (1998)
8061,Still Walking (Aruitemo aruitemo) (2008)
8062,"Sting, The (1973)"
8063,Stingray Sam (2009)
8064,Stir Crazy (1980)
8065,Stir of Echoes (1999)
8066,Stitch! The Movie (2003)
8067,Stoked: The Rise and Fall of Gator (2002)
8068,Stoker (2013)
8069,"Stolen Children (Ladro di bambini, Il) (1992)"
8070,Stolen Summer (2002)
8071,Stomp the Yard (2007)
8072,Stone (2010)
8073,Stone Reader (2002)
8074,Stoned (2005)
8075,Stonewall (2015)
8076,"Stoning of Soraya M., The (2008)"
8077,Stop Making Sense (1984)
8078,Stop! Or My Mom Will Shoot (1992)
8079,Stop-Loss (2008)
8080,Storks (2016)
8081,"Story of Film: An Odyssey, The (2011)"
8082,"Story of O, The (Histoire d'O) (1975)"
8083,"Story of Us, The (1999)"
8084,"Story of Women (Affaire de femmes, Une) (1988)"
8085,"Story of the Weeping Camel, The (Geschichte vom weinenden Kamel, Die) (2003)"
8086,Storytelling (2001)
8087,"Strada, La (1954)"
8088,Straight Outta Compton (2015)
8089,"Straight Story, The (1999)"
8090,Strange Brew (1983)
8091,Strange Circus (Kimyô na sâkasu) (2005)
8092,Strange Days (1995)
8093,"Strange Love of Martha Ivers, The (1946)"
8094,Strange Magic (2015)
8095,Strange Wilderness (2008)
8096,Strangeland (1998)
8097,Stranger Than Paradise (1984)
8098,Stranger in the House (1997)
8099,Stranger than Fiction (2006)
8100,"Stranger, The (1946)"
8101,Strangers on a Train (1951)
8102,Strangers with Candy (2005)
8103,"Strangers, The (2008)"
8104,Straw Dogs (1971)
8105,Strawberry and Chocolate (Fresa y chocolate) (1993)
8106,Stray Dog (Nora inu) (1949)
8107,Street Fighter (1994)
8108,Street Fighter II: The Animated Movie (Sutorîto Faitâ II gekijô-ban) (1994)
8109,Street Kings (2008)
8110,"Streetcar Named Desire, A (1951)"
8111,Stretch (2014)
8112,Strictly Ballroom (1992)
8113,Strictly Sexual (2008)
8114,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)"
8115,Striking Distance (1993)
8116,Stripes (1981)
8117,Striptease (1996)
8118,Stroszek (1977)
8119,Stuart Little (1999)
8120,Stuart Little 2 (2002)
8121,Stuart Little 3: Call of the Wild (2005)
8122,Stuart Saves His Family (1995)
8123,Stuck (2007)
8124,Stuck in Love (2012)
8125,Stuck on You (2003)
8126,"Stunt Man, The (1980)"
8127,"Stupids, The (1996)"
8128,Style Wars (1983)
